0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0097	0.0084	0.0099	0.0040	0.0107	0.0043	0.0095	0.0083		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0097	0.0000	0.0084	0.0000	0.0099	0.0000	0.0040	0.0000	0.0107	0.0000	0.0043	0.0000	0.0095	0.0000	0.0083	0.0000	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0194	0.0169	0.0198	0.0080	0.0214	0.0086	0.0190	0.0166		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0194	0.0000	0.0169	0.0000	0.0198	0.0000	0.0080	0.0000	0.0214	0.0000	0.0086	0.0000	0.0190	0.0000	0.0166	0.0000	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0291	0.0253	0.0297	0.0121	0.0321	0.0129	0.0286	0.0249		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0291	0.0097	0.0253	0.0084	0.0297	0.0099	0.0121	0.0040	0.0321	0.0107	0.0129	0.0043	0.0286	0.0095	0.0249	0.0083	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0388	0.0338	0.0396	0.0161	0.0428	0.0171	0.0381	0.0332		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0388	0.0194	0.0338	0.0169	0.0396	0.0198	0.0161	0.0080	0.0428	0.0214	0.0171	0.0086	0.0381	0.0190	0.0332	0.0166	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0485	0.0422	0.0495	0.0201	0.0535	0.0214	0.0476	0.0415		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0485	0.0291	0.0422	0.0253	0.0495	0.0297	0.0201	0.0121	0.0535	0.0321	0.0214	0.0129	0.0476	0.0286	0.0415	0.0249	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0582	0.0507	0.0594	0.0241	0.0643	0.0257	0.0571	0.0498		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0582	0.0388	0.0507	0.0338	0.0594	0.0396	0.0241	0.0161	0.0643	0.0428	0.0257	0.0171	0.0571	0.0381	0.0498	0.0332	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0679	0.0591	0.0693	0.0281	0.0750	0.0300	0.0667	0.0580		0.0000	0.0000	-50.0000	-0.0000	0.0000	5.0000		0.0679	0.0485	0.0591	0.0422	0.0693	0.0495	0.0281	0.0201	0.0750	0.0535	0.0300	0.0214	0.0667	0.0476	0.0580	0.0415	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0776	0.0675	0.0792	0.0322	0.0857	0.0343	0.0762	0.0663		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0776	0.0582	0.0675	0.0507	0.0792	0.0594	0.0322	0.0241	0.0857	0.0643	0.0343	0.0257	0.0762	0.0571	0.0663	0.0498	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0873	0.0760	0.0891	0.0362	0.0964	0.0386	0.0857	0.0746		0.0000	0.0000	-50.0000	0.0000	-0.0000	5.0000		0.0873	0.0679	0.0760	0.0591	0.0891	0.0693	0.0362	0.0281	0.0964	0.0750	0.0386	0.0300	0.0857	0.0667	0.0746	0.0580	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.0970	0.0844	0.0990	0.0402	0.1071	0.0429	0.0952	0.0829		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.0970	0.0776	0.0844	0.0675	0.0990	0.0792	0.0402	0.0322	0.1071	0.0857	0.0429	0.0343	0.0952	0.0762	0.0829	0.0663	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.1067	0.0929	0.1089	0.0442	0.1178	0.0471	0.1048	0.0912		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.1067	0.0873	0.0929	0.0760	0.1089	0.0891	0.0442	0.0362	0.1178	0.0964	0.0471	0.0386	0.1048	0.0857	0.0912	0.0746	0
0.0000	0.0000	50.0000	0.0000	0.0000	0.0000		0.1165	0.1013	0.1188	0.0483	0.1285	0.0514	0.1143	0.0995		0.0000	0.0000	-50.0000	0.0000	0.0000	5.0000		0.1165	0.0970	0.1013	0.0844	0.1188	0.0990	0.0483	0.0402	0.1285	0.1071	0.0514	0.0429	0.1143	0.0952	0.0995	0.0829	0
