-0.002175576,-0.001001718,0.000691877
-0.002671485,-0.001372684,0.00123052
-0.003169855,-0.001883353,0.002055779
-0.00353059,-0.002556475,0.003240027
-0.00350939,-0.003372862,0.004767665
-0.00280827,-0.004224972,0.006415168
-0.001274676,-0.00489438,0.007684188
0.000828539,-0.005126035,0.007983839
0.002820168,-0.004801637,0.007072201
0.004046971,-0.004046971,0.005312015
-0.002439539,-0.000695024,0.000864769
-0.003040049,-9.40E-04,0.00152029
-0.003671139,-1.28E-03,0.002541122
-0.004174742,-0.001723389,0.004037535
-0.004252689,-0.0022695,0.006018682
-0.003511592,-0.002849519,0.008222064
-0.001711393,-0.003319441,0.009990827
0.000853616,-0.003502634,0.010494706
0.003309872,-0.003309872,0.009360963
0.004801637,-0.002820168,0.007072201
-0.002576125,-0.000302588,0.000968437
-0.003224315,-0.000370538,0.001684075
-0.003914107,-0.000450408,0.002801072
-0.004479317,-0.000539528,0.004445465
-0.004599123,-0.000631741,0.006636252
-0.003840688,-0.000718093,0.00909412
-0.001926965,-0.00078942,0.011095382
0.00083764,-0.00083764,0.011707003
0.003502634,-0.000853616,0.010494706
0.005126035,-0.000828539,0.007983839
-0.002560563,0.000113805,0.000983856
-0.003184855,0.000232149,0.001686423
-0.003837468,0.000420724,0.002769329
-0.004354307,0.000701224,0.00434206
-0.004430455,0.001075757,0.006407864
-0.003668875,0.001494093,0.008694046
-0.001830636,0.001830636,0.010535004
0.00078942,0.001926965,0.011095382
0.003319441,0.001711393,0.009990827
0.00489438,0.001274676,0.007684188
-0.00240287,0.000487578,0.000914921
-0.002941827,0.00075587,0.001539442
-0.003479007,0.001148817,0.002477466
-0.003863887,0.001692638,0.003800576
-0.003840138,0.002375436,0.005484208
-0.003101521,0.003101521,0.007287816
-0.001494093,0.003668875,0.008694046
0.000718093,0.003840688,0.00909412
0.002849519,0.003511592,0.008222064
0.004224972,0.00280827,0.006415168
-0.002141788,0.000770476,7.85E-04
-0.002561848,0.001126259,0.001293052
-0.002948601,0.001622067,0.002029306
-0.003175776,0.002274081,0.003026586
-0.003051948,0.003051948,0.004241043
-0.002375436,0.003840138,0.005484208
-0.001075757,0.004430455,0.006407864
0.000631741,0.004599123,0.006636252
0.0022695,0.004252689,0.006018682
0.003372862,0.00350939,0.004767665
-0.001827892,0.000944054,6.25E-04
-0.002125562,0.001324397,0.001008643
-0.002368729,0.00182964,0.00154124
-0.002461011,0.002461011,0.002229593
-0.002274081,0.003175776,0.003026586
-0.001692638,0.003863887,0.003800576
-0.000701224,0.004354307,0.00434206
0.000539528,0.004479317,0.004445465
0.001723389,0.004174742,0.004037535
0.002556475,0.00353059,0.003240027
-0.001506795,0.001016402,4.64E-04
-0.00169912,0.001375012,7.36E-04
-0.001829207,0.001829207,0.00109693
-0.00182964,0.002368729,0.00154124
-0.001622067,0.002948601,0.002029306
-0.001148817,0.003479007,0.002477466
-0.000420724,0.003837468,0.002769329
0.000450408,0.003914107,0.002801072
1.28E-03,0.003671139,0.002541122
0.001883353,0.003169855,0.002055779
-0.001209958,0.001010667,3.20E-04
-0.001322271,0.001322271,5.03E-04
-0.001375012,0.00169912,7.36E-04
-0.001324397,0.002125562,0.001008643
-0.001126259,0.002561848,0.001293052
-0.00075587,0.002941827,0.001539442
-0.000232149,0.003184855,0.001686423
0.000370538,0.003224315,0.001684075
9.40E-04,0.003040049,0.00152029
0.001372684,0.002671485,0.00123052
-0.000953613,0.000953613,2.02E-04
-0.001010667,0.001209958,3.20E-04
-0.001016402,0.001506795,4.64E-04
-0.000944054,0.001827892,6.25E-04
-0.000770476,0.002141788,7.85E-04
-0.000487578,0.00240287,0.000914921
-0.000113805,0.002560563,0.000983856
0.000302588,0.002576125,0.000968437
0.000695024,0.002439539,0.000864769
0.001001718,0.002175576,0.000691877
-0.001765276,-0.000816227,0.000839855
-0.002058647,-0.001071591,0.001308297
-0.002301043,-0.00139869,0.001956815
-0.002396879,-0.001796098,0.002794245
-0.00221687,-0.002237762,0.003764595
-0.001642844,-0.002660586,0.004707933
-0.000657183,-0.002967966,0.005366951
0.000576819,-0.003064585,0.005487998
0.00174607,-0.002911154,0.004982165
0.002553249,-0.002553249,0.004003333
-0.001952033,-5.62E-04,0.000989346
-0.002302322,-7.29E-04,0.001540641
-0.002607298,-9.42E-04,0.002314005
