-0.000212169,-0.000455339,-0.000199426
-0.00017728,-0.000497862,-0.000213784
-0.000133805,-0.00053297,-0.000225539
-8.33452E-05,-0.000558071,-0.000233892
-2.83127E-05,-0.000571167,-0.000238235
2.83127E-05,-0.000571167,-0.000238235
8.33452E-05,-0.000558071,-0.000233892
0.000133805,-0.00053297,-0.000225539
0.00017728,-0.000497862,-0.000213784
0.000212169,-0.000455339,-0.000199426
-0.000263875,-0.000524129,-0.000247163
-0.000222428,-0.000579695,-0.000267255
-0.000169052,-0.000626128,-0.000283882
-0.000105809,-0.000659627,-0.000295796
-3.60325E-05,-0.000677201,-0.000302021
3.60325E-05,-0.000677201,-0.000302021
0.000105809,-0.000659627,-0.000295796
0.000169052,-0.000626128,-0.000283882
0.000222428,-0.000579695,-0.000267255
0.000263875,-0.000524129,-0.000247163
-0.000331306,-0.000604539,-0.000309269
-0.000282187,-0.00067792,-0.000337847
-0.000216256,-0.000740127,-0.000361806
-0.000136138,-0.000785492,-0.000379141
-4.64989E-05,-0.00080945,-0.000388253
4.64989E-05,-0.00080945,-0.000388253
0.000136138,-0.000785492,-0.000379141
0.000216256,-0.000740127,-0.000361806
0.000282187,-0.00067792,-0.000337847
0.000331306,-0.000604539,-0.000309269
-0.000420042,-0.000697698,-0.000390815
-0.000362237,-0.000795618,-0.000432173
-0.000280386,-0.000880081,-0.000467389
-0.00017775,-0.000942482,-0.000493171
-6.0931E-05,-0.000975706,-0.000506824
6.0931E-05,-0.000975706,-0.000506824
0.00017775,-0.000942482,-0.000493171
0.000280386,-0.000880081,-0.000467389
0.000362237,-0.000795618,-0.000432173
0.000420042,-0.000697698,-0.000390815
-0.000537787,-0.000803788,-0.000498794
-0.000470756,-0.00093574,-0.000559742
-0.000368828,-0.001051977,-0.000612624
-0.000235828,-0.001139235,-0.000651898
-8.11991E-05,-0.001186159,-0.000672884
8.11991E-05,-0.001186159,-0.000672884
0.000235828,-0.001139235,-0.000651898
0.000368828,-0.001051977,-0.000612624
0.000470756,-0.00093574,-0.000559742
0.000537787,-0.000803788,-0.000498794
-0.000695068,-0.000920797,-0.000642764
-0.000619547,-0.001100079,-0.00073427
