-0.0352,-0.0352,-0.0232
-0.0352,0.0352,-0.0232
0.0352,0.0352,-0.0232
0.0352,-0.0352,-0.0232
-0.0275,0,-0.0476
0,0.0275,-0.0476
0.0275,0,-0.0476
0,-0.0275,-0.0476
1.923,1.923,1.268
1.923,-1.923,1.268
-1.923,-1.923,1.268
-1.923,1.923,1.268
1.5,0,2.598
0,-1.5,2.598
-1.5,0,2.598
0,1.5,2.598
p1x,p1y,p1z
p2x,p2y,p2z
p3x,p3y,p3z
p4x,p4y,p4z
p5x,p5y,p5z
p6x,p6y,p6z
p7x,p7y,p7z
p8x,p8y,p8z
m1x,m1y,m1z
m2x,m2y,m2z
m3x,m3y,m3z
m4x,m4y,m4z
m5x,m5y,m5z
m6x,m6y,m6z
m7x,m7y,m7z
m8x,m8y,m8z
